ID,Station_Name,Access,Owner,Last_Used,Open_Date,DC_Fast,Level1_Charging,Level2_Charging,Address,City,State,Zipcode,Latitude,Longitude,Pricing,Connection_Type
6442,LOUDOUN METRO STATION 12,public,,2024-10-08,2019-08-24,0,0,2,43625 Croson lane,Ashburn,VA,20147,39.005497,-77.49305,,J1772
6443,LOUDOUN METRO STATION 13,public,,2024-10-08,2019-08-24,0,0,2,43625 Croson lame,Ashburn,VA,20147,39.005455,-77.49295,,J1772
6444,LOUDOUN METRO STATION 14,public,,2024-10-08,2021-01-27,0,0,2,43625 Croson lane,Ashburn,VA,20147,39.005383,-77.49307,,J1772
6445,LOUDOUN METRO STATION 15,public,,2024-10-08,2021-01-27,0,0,2,43625 Croson lane,Ashburn,VA,20147,39.005424,-77.49307,,J1772
6446,LOUDOUN METRO STATION 2,public,,2024-10-08,2021-01-27,0,0,2,43625 Croson lane,Ashburn,VA,20147,39.005074,-77.492935,,J1772
6447,LOUDOUN METRO STATION 3,public,,2024-10-08,2021-01-27,0,0,2,43625 Croson lane,Ashburn,VA,20147,39.00557,-77.49293,,J1772
6448,LOUDOUN METRO STATION 32,public,,2024-10-08,2023-04-26,0,0,2,22505 Lockridge Rd,Sterling,VA,20166,38.992572,-77.456991,,J1772
6449,LOUDOUN METRO STATION 33,public,,2024-10-08,2023-04-26,0,0,2,22495 Lockridge Rd,Ashburn,VA,20166,38.993098,-77.458767,,J1772
6450,LOUDOUN METRO STATION 34,public,,2024-10-08,2023-04-26,0,0,2,22495 Lockridge Rd,Ashburn,VA,20166,38.992975,-77.458646,,J1772
6451,LOUDOUN METRO STATION 4,public,,2024-10-08,2020-02-27,0,0,2,43625 Croson Lane,Ashburn,VA,20148,39.005353,-77.492951,,J1772
6452,LOUDOUN METRO STATION 5,public,,2024-10-08,2019-08-24,0,0,2,43625 Croson Lane,Ashburn,VA,20147,39.00557,-77.492925,,J1772
6453,LOUDOUN METRO STATION 7,public,,2024-10-08,2021-01-27,0,0,2,43625 Croson lane,Ashburn,VA,20147,39.00557,-77.49297,,J1772
6454,LOUDOUN METRO STATION 8,public,,2024-10-08,2021-01-27,0,0,2,43625 Croson Ln,Ashburn,VA,20147,39.005413,-77.4929,,J1772
6455,LOUDOUN METRO STATION 9,public,,2024-10-08,2021-01-27,0,0,2,43625 Croson Lane,Ashburn,VA,20147,39.005344,-77.493065,,J1772
6456,LOUDOUN METRO STATION ONE,public,,2024-10-08,2019-08-24,0,0,2,43625 Croson Lane,Ashburn,VA,20148,39.00513,-77.492615,,J1772
6457,LOYOLA BUTLER,public,,2024-10-08,2024-06-05,0,0,2,4501 North Charles Street,Baltimore,MD,21210,39.348216,-76.615916,,J1772
6458,LOYOLA JENKINS,public,,2024-10-08,2024-06-05,0,0,2,4501 North Charles Street,Baltimore,MD,21210,39.345839,-76.619367,,J1772
6459,LPC BALLSTON ONE,public,,2024-10-07,2020-06-30,0,0,2,4601 Fairfax Dr,Arlington,VA,22203,38.882806,-77.118076,,J1772
6460,LUXE360 LUXE 360 # 1,public,,2024-10-07,2023-12-27,0,0,2,14650 Luxe Ctr Dr,Midlothian,VA,23114,37.470554,-77.662692,,J1772
6461,LUXE360 LUXE 360 # 2,public,,2024-10-07,2024-08-24,0,0,2,1901 Axis Blvd,Midlothian,VA,23114,37.4708,-77.662034,,J1772
6462,LYNCHBURG BMW BMW LEV 2 DUAL,public,,2024-10-08,2016-03-23,0,0,2,2639 Lakeside Dr,Lynchburg,VA,24501,37.394347,-79.231076,,J1772
6463,LYNCHBURG MAZDA OUTSIDE,public,,2024-10-07,2023-02-22,0,0,2,18576 Forest Rd,Forest,VA,24551,37.385282,-79.245051,,J1772
6464,LYNDWOOD - 1 STATION 1,public,,2024-10-08,2023-01-04,0,0,2,6095 Marshalee Dr,Elkridge,MD,21075,39.205422,-76.773466,,J1772
6465,LYNX VENTURES LEFT CHARGER,public,,2024-10-07,2021-04-29,0,0,2,1001 E 4th St,Richmond,VA,23224,37.517325,-77.430902,,J1772
6466,LYNX VENTURES RIGHT CHARGER,public,,2024-10-07,2021-04-23,0,0,2,1001 E 4th St,Richmond,VA,23224,37.517257,-77.430996,,J1772
6467,LYNX VENTURES STATION 14 DC,public,,2024-10-07,2024-04-17,1,0,0,0 E 4th St,Richmond,VA,23224,37.524359,-77.436927,,CHADEMO J1772COMBO
6468,La Quinta Inn - Waldorf,public,,2024-10-08,2022-01-04,0,0,4,11770 Business Park Drive,Waldorf,MD,20601,38.63983,-76.89878,Free,J1772
6469,Lafayette Federal Credit Union,private,BANK,2023-12-13,2023-05-15,0,0,4,2701 Tower Oaks Blvd,Rockville,MD,20852,39.0586541,-77.1534255,,J1772
6470,Lake Phoenix,public,CAMPGROUND,2022-02-10,2022-01-24,0,0,1,1 Quarry Ln,Rawlings,VA,23876,36.952715609806,-77.764097247728,,TESLA
6471,"Lake Pointe Inn, a Select Registry Property - Tesla Destination",public,HOTEL,2022-10-06,2015-07-15,0,0,2,174 Lake Pointe Dr,McHenry,MD,21541,39.556658,-79.357445,Free,J1772 TESLA
6472,Lakeshore Plaza Shopping Center,public,,2024-10-08,2020-12-07,0,0,2,4315 Mountain Road,Pasadena,MD,21122,39.120004,-76.512058,,J1772
6473,Lakeside Plaza,public,,2024-10-08,2020-06-16,0,0,4,100 Lakeforest Boulevard,Gaithersburg,MD,20877,39.1522624,-77.2088089,,J1772
6474,Lakeside Retail / Office Center,public,,2024-10-08,2020-09-25,0,0,4,8865 Stanford Blvd,Columbia,MD,21045,39.1909386,-76.8181249,"$1.00-$2.00/Hr Variable Parking Fee, $0.10/kWh Energy Fee",J1772
6475,Landover Hills - Police Station and Town Hall,public,MUNI_GOV,2022-11-10,2018-11-20,0,0,2,6904 Taylor St,Landover Hills,MD,20784,38.941542,-76.894218,Free,J1772
6476,Langley Research Center,private,FED_GOV,2024-01-10,2021-01-15,0,12,0,11 Wythe Creek Rd,Hampton,VA,23666,37.095012,-76.392614,Free,NEMA515
6477,Langley Research Center,private,RESEARCH_FACILITY,2024-01-10,2016-08-15,0,0,1,2 E Ames St,Hampton,VA,23681,37.097728,-76.383423,,J1772
6478,Lanham Crossing,public,,2024-10-07,2023-10-12,6,0,0,8801 Annapolis Rd,Lanham Seabrook,MD,20706,38.95873,-76.86496,,CHADEMO J1772COMBO
6479,Lansdowne Resort - Tesla Destination,public,HOTEL,2022-10-06,2016-06-15,0,0,4,44050 Woodridge Pkwy,Leesburg,VA,20176,39.0834,-77.475975,Free,J1772 TESLA
6480,Lansdowne Station - Tesla Supercharger,public,SHOPPING_CENTER,2024-07-01,2023-12-21,16,0,0,3585 Washington Blvd,Arbutus,MD,21227,39.251155,-76.668554,,TESLA
6481,Latrobe Park,public,PARK,2023-10-12,2017-11-15,0,0,4,1627 E Fort Ave,Baltimore,MD,21230,39.268278,-76.591693,Free,J1772
6482,Laureate Education Inc,public,COLLEGE_CAMPUS,2022-11-10,2018-08-08,0,0,4,7065 Samuel Morse Dr,Columbia,MD,21046,39.168759,-76.811733,Free,J1772
6483,Laurel Municipal Center,public,,2024-10-08,2023-07-18,0,0,2,8301 Sandy Spring Road,Laurel,MD,20707,39.104695,-76.866209,,J1772
6484,Laurel Shopping Center,public,,2024-10-08,2021-03-01,0,0,2,910 Fairlawn Avenue,Laurel,MD,20707,39.096472,-76.855687,,J1772
6485,Leckner Nissan - Springfield,private,CAR_DEALER,2024-02-12,2018-06-28,0,0,1,6570 Amherst Ave,Springfield,VA,22150,38.776428,-77.18558,,J1772
6486,Leckner Nissan - Springfield,public,CAR_DEALER,2024-02-12,2018-06-28,0,0,1,6570 Amherst Ave,Springfield,VA,22150,38.776428,-77.18558,Free,J1772
6487,Leesburg Annex,private,FED_GOV,2024-01-10,2021-01-15,0,0,2,61 Lawson Rd SE,Leesburg,VA,20175,39.099798,-77.546427,,J1772
6488,Leesburg Corner Premium Outlets,public,,2024-10-07,2018-03-07,2,0,1,241 Fort Evans Rd NE,Leesburg,VA,20176,39.10819,-77.53865,,CHADEMO J1772 J1772COMBO
6489,Leeward Ventures,public,,2024-10-08,2022-04-29,0,0,2,2330 Bowdens Ferry Rd,Norfolk,VA,23508,36.876028,-76.304565,Free,J1772
6490,Leidos Headquarters,public,,2024-10-08,2019-09-06,0,0,6,1750 Presidents St,Reston,VA,20190,38.9590735,-77.355651,,J1772
6491,Leisure World Plaza,public,,2024-10-07,2018-03-07,2,0,1,3836 International Dr,Silver Spring,MD,20906,39.102892,-77.076223,,CHADEMO J1772 J1772COMBO
6492,"Lenkin 1050A, Lenkin 1050B",public,,2024-10-08,2019-11-13,0,0,2,1050 K Street Northwest,Washington,DC,20001,38.9021405,-77.0267154,$1.00/Hr Parking Fee,J1772
6493,"Lenkin 1133A, Lenkin 1133B",public,,2024-10-08,2019-11-13,0,0,2,1133 Connecticut Avenue Northwest,Washington,DC,20036,38.9049056,-77.0401315,$1.00/Hr Parking Fee,J1772
6494,Lenkin Co 2201,public,,2024-10-08,2011-10-19,0,0,2,2201 Wisconsin Ave NW,Washington,DC,20007,38.9192265,-77.0706446,$1.00/Hr Parking Fee,J1772
6495,Lerner M-2 Building,public,OTHER,2022-11-10,2022-09-15,0,0,2,13221 Oakland Hills Blvd,Germantown,MD,20874,39.20188,-77.27168,,J1772
6496,Lerner R-2 Building,public,OTHER,2022-11-10,2022-09-15,0,0,2,13215 Oakland Hills Blvd,Germantown,MD,20874,39.20083,-77.27316,,J1772
6497,Lerner R-3 Building,public,OTHER,2022-11-10,2022-09-15,0,0,2,13110 Winged Foot Ln,Germantown,MD,20874,39.19986,-77.27299,,J1772
6498,Lerner V-3 Building,public,PARKING_LOT,2022-11-10,2022-09-15,0,0,2,304 Baltusrol Dr,Germantown,MD,20874,39.19978,-77.2736,,J1772
6499,Lewis Hall,public,MUNI_GOV,2022-11-10,2018-02-01,0,0,6,13384 Laundry Rd,Montpelier Station,VA,22957,38.218992,-78.166102,Free,J1772 TESLA
6500,Lexington Market,public,GROCERY,2022-11-10,2018-11-15,0,0,4,400 W Lexington St,Baltimore,MD,21201,39.291633,-76.622509,Free,J1772
6501,Lexington Street Garage,public,PARKING_GARAGE,2023-10-12,2019-02-12,0,0,2,510 E Lexington St,Baltimore,MD,21202,39.291504,-76.608454,Free,J1772
6502,Lexington/Market Sq Parking Garage,public,,2024-10-08,2011-12-20,0,0,2,401 9th St NW & D St NW,Washington,DC,20004,38.89475995,-77.02395767,$1.00-$5.00/Hr Variable Parking Fee,J1772
6503,Liberty Mill - Building 1,public,,2024-10-08,2022-09-30,0,0,1,19520 Waters Road,Germantown,MD,20874,39.175827,-77.274188,,J1772
6504,Liberty Mill - Building 2,public,,2024-10-08,2019-10-03,0,0,2,19550 Waters Road,Germantown,MD,20874,39.176502,-77.273425,,J1772
6505,Liberty Mill - Building 3,public,,2024-10-08,2022-09-30,0,0,1,19620 Waters Road,Germantown,MD,20874,39.177701,-77.273425,,J1772
6506,Liberty University (Hancock Welcome Center),public,,2024-10-08,2022-06-14,0,0,1,Carter Glass Drive,Lynchburg,VA,24502,37.353361864102,-79.177294883728,FREE,J1772
6507,Light Street Library,public,LIBRARY,2023-10-12,2016-10-01,1,0,0,1251 Light St,Baltimore,MD,21230,39.275068,-76.611912,Free,CHADEMO J1772COMBO
6508,Lincoln Property Comapny.DC,public,,2024-10-08,2018-10-15,0,0,3,"4520 East-West Highway, Suite 102",Bethesda,MD,20814,38.98488860299554,-77.091959275941,,J1772
6509,Lincoln Square - 555 11th Street NW,public,,2024-10-08,2019-11-11,0,0,4,555 11th Street Northwest,Washington,DC,20004,38.8967861,-77.0264518,FREE,J1772
6510,Lindsay Chevrolet,private,CAR_DEALER,2023-01-10,2014-09-08,0,0,1,15605 Jefferson Davis Hwy,Woodbridge,VA,22191,38.61271,-77.288652,,J1772
6511,Lindsay Chevrolet,public,CAR_DEALER,2023-01-10,2022-08-01,1,0,0,15605 Jefferson Davis Hwy,Woodbridge,VA,22191,38.61271,-77.288652,,J1772COMBO
6512,Linganore Winecellars - Tesla Destination,public,BREWERY_DISTILLERY_WINERY,2022-10-06,2019-10-18,0,0,4,13601 Glissans Mill Rd,Mt Airy,MD,21771,39.422768,-77.193238,Free,TESLA
6513,Lionsgate at Woodmont Corner Condo,public,,2024-10-08,2017-07-24,0,0,3,7710 Woodmont Ave,Bethesda,MD,20814,38.9868489,-77.0965435,FREE,J1772
6514,Little Italy Garage,public,PARKING_GARAGE,2023-10-12,2018-12-01,0,0,2,400 S Central Ave,Baltimore,MD,21202,39.285911,-76.599462,Free,J1772
6515,Livingston Apartments Flats,public,,2024-10-08,2021-07-01,0,0,2,15560 Cosby Road,Chesterfield,VA,23832,37.402023,-77.710973,Free,J1772
6516,Lorton Marketplace,public,,2024-10-07,2022-07-01,0,0,1,9409 Lorton Market Street,Lorton,VA,22079,38.702933,-77.219929,,J1772
6517,Lorton Marketplace,public,,2024-10-07,2023-11-22,4,0,0,9467 Lorton Market St,Lorton,VA,22079,38.7007914,-77.2212776,,J1772COMBO
6518,Lot NN (Chesapeake),public,,2024-10-08,2024-08-21,0,0,1,4300 Terrapin Trail,College Park,MD,20742,38.99829900952938,-76.94321761225213,,J1772
6519,Loudoun Tech,public,,2024-10-08,2022-12-15,0,0,2,21400 Ridgetop Circle,Sterling,VA,20166,39.030653,-77.4103981,,J1772
6520,Loyalty Nissan,private,CAR_DEALER,2024-02-12,2012-01-31,0,0,1,16301 Priority Way,Chester,VA,23831,37.304917,-77.392372,Free,J1772
6521,Loyalty Nissan,public,CAR_DEALER,2024-02-12,2012-01-31,1,0,5,16301 Priority Way,Chester,VA,23831,37.304917,-77.392372,Free,CHADEMO J1772
6522,Luck Chevrolet,public,CAR_DEALER,2022-10-11,2014-08-26,0,0,2,516 S Washington Hwy,Ashland,VA,23005,37.746924,-77.47202,Free,J1772
6523,Luray Visitor Center,public,MUNI_GOV,2022-11-10,2017-04-10,0,0,1,18 Campbell St,Luray,VA,22835,38.663811,-78.460394,Free,J1772
6524,Lusby Hills Shopping Center,public,,2024-10-08,2021-01-25,0,0,2,11740 Rousby Hall Road,Lusby,MD,20657,38.374004,-76.442127,,J1772
6525,Luxury Boutique Hotel - Tesla Destination,public,,2022-10-06,2021-12-10,0,0,2,134 134 Prince George Street,Annapolis,MD,21401,38.9784295,-76.4862319,Free,TESLA
6526,Lynchburg Nissan,private,CAR_DEALER,2024-02-12,2012-01-31,0,0,1,18588 Forest Rd,Forest,VA,24551,37.385661,-79.243911,Free,J1772
6527,Lynchburg Nissan,public,CAR_DEALER,2024-02-12,2012-01-31,0,0,1,18588 Forest Rd,Forest,VA,24551,37.385661,-79.243911,Free,J1772
6528,Lyndwood Square,public,,2024-10-08,2021-08-26,0,0,2,6020 Marshalee Dr,Elkridge,MD,21075,39.210195,-76.778689,,J1772
6529,M FIRST STATION #1,public,,2024-10-08,2020-11-11,0,0,2,1000 First St SE,Washington,DC,20003,38.877943,-77.00554,,J1772
6530,M&T Bank Stadium,public,ARENA,2021-09-10,2016-07-15,1,0,2,1101 Russell St,Baltimore,MD,21230,39.279829,-76.622383,Parking fee,CHADEMO J1772 J1772COMBO
6531,M&T Bank Stadium - Parking Lot C,public,STADIUM,2023-09-14,2019-11-01,0,0,2,1101 Russell St,Baltimore,MD,21230,39.279097,-76.621094,Parking fee,J1772
6532,MALLOY CADILLAC,public,,2024-10-07,2023-01-18,2,0,0,2700 Valley Avenue,Winchester,VA,22601,39.152136,-78.187108,,J1772COMBO
6533,MANASSAS TRU BY HILTON,public,,2024-10-07,2023-11-01,0,0,2,10550 Gateway Blvd,Manassas,VA,20110,38.740008,-77.512249,,J1772
6534,MARKET ST S126579,public,,2024-10-07,2024-03-28,0,0,2,12001 Market St,Reston,VA,20190,38.958325,-77.361916,,J1772
6535,MAZDA HURLOCK CT4K,public,,2024-10-08,2023-12-30,0,0,2,4309 Preston Rd,Hurlock,MD,21643,38.696956,-75.893264,,J1772
6536,MB OF MIDLO CUSTOMERPARKING,public,,2024-10-07,2021-11-17,0,0,2,12200 Midlothian Turnpike,Midlothian,VA,23113,37.504746,-77.624108,,J1772
6537,MBA200 OUTSIDE SALES 1,public,,2024-10-07,2021-09-22,0,0,2,200 S Pickett St,Alexandria,VA,22304,38.808853,-77.12297,,J1772
6538,MBA200 OUTSIDE SALES 2,public,,2024-10-07,2021-09-22,0,0,2,200 S Pickett St,Alexandria,VA,22304,38.808685,-77.12279,,J1772
6539,MBA200 OUTSIDE SALES 3,public,,2024-10-07,2021-12-29,1,0,0,200 South Pickett Street,Alexandria,VA,22304,38.808699,-77.122703,,J1772COMBO
6540,MC FLEET CNCL_OFFC_BLD#1,public,,2024-10-08,2016-12-22,0,0,2,100 Maryland Ave,Rockville,MD,20850,39.08215,-77.150804,,J1772
6541,MC FLEET CNCL_OFFC_BLD#2,public,,2024-10-08,2016-12-30,0,0,2,100 Fleet St,Rockville,MD,20850,39.081743,-77.150453,,J1772
6542,MC FLEET CNCL_OFFC_BLD#3,public,,2024-10-08,2021-01-27,0,0,2,100 Fleet St,Rockville,MD,20850,39.081586,-77.150027,,J1772
6543,MC FLEET DENNIS AVE,public,,2024-10-08,2024-03-01,0,0,2,2000 Dennis Ave,Silver Spring,MD,20902,39.025031,-77.042804,,J1772
6544,MC FLEET EDISON PARK 1,public,,2024-10-08,2023-06-29,1,0,0,100 Edison Park Dr Level 3,Gaithersburg,MD,20878,39.113015,-77.235113,,CHADEMO J1772COMBO
6545,MC FLEET EDISON PARK 2,public,,2024-10-08,2022-10-26,0,0,2,100 Edison Park Dr,Gaithersburg,MD,20878,39.112883,-77.236402,,J1772
6546,MC FLEET EDISON PARK 3,public,,2024-10-08,2022-10-28,0,0,2,100 Edison Park Dr,Gaithersburg,MD,20878,39.113091,-77.236456,,J1772
6547,MC FLEET EMTOC 3,public,,2024-10-08,2023-02-10,0,0,2,16700 Crabbs Branch Way,Rockville,MD,20855,39.129143,-77.169276,,J1772
6548,MC FLEET MC_EXC_OFF_BLDG,public,,2024-10-08,2018-04-24,0,0,2,101 Monroe St,Rockville,MD,20850,39.08325,-77.149282,,J1772
6549,MC FLEET MC_HTH_HN_SVCS1,public,,2024-10-08,2023-06-21,0,0,2,1301 Piccard Dr,Rockville,MD,20850,39.103124,-77.176433,,J1772
6550,MC FLEET PARKING 45,public,,2024-10-08,2023-06-23,0,0,2,11304 Amherst Ave.,Wheaton,MD,20902,39.043181,-77.050473,,J1772
6551,MC FLEET PARKING 46,public,,2024-10-08,2023-06-23,0,0,2,11304 Amherst Ave. N/a,Wheaton,MD,20902,39.040903,-77.049172,,J1772
6552,MC FLEET POTOMAC REC CEN,public,,2024-10-08,2016-10-22,0,0,2,13860 Travilah Rd,Rockville,MD,20850,39.083801,-77.232427,,J1772
6553,MC FLEET WHEATON MCPL 1,public,,2024-10-08,2019-08-15,0,0,2,11701 Georgia Ave,Silver Spring,MD,20902,39.04764,-77.05117,,J1772
6554,MC FLEET WHEATON MCPL 2,public,,2024-10-08,2021-01-27,0,0,2,11701 Georgia Ave,Silver Spring,MD,20902,39.047882,-77.05113,,J1772
6555,MCCOART BLDG #1-2,public,,2024-10-07,2022-02-05,0,0,2,1 County Complex Ct,Woodbridge,VA,22192,38.679504,-77.35393,,J1772
6556,MCCOART BLDG #3-4,public,,2024-10-07,2022-02-05,0,0,2,1 County Complex Ct,Woodbridge,VA,22192,38.679362,-77.353816,,J1772
6557,MCCOART BLDG #5-6,public,,2024-10-07,2022-02-05,0,0,2,1 County Complex Ct,Woodbridge,VA,22192,38.679338,-77.353793,,J1772
6558,MCCOART BLDG #7-8,public,,2024-10-07,2022-02-05,0,0,2,1 County Complex Ct,Woodbridge,VA,22192,38.679226,-77.353653,,J1772
6559,MCCOART BLDG #9-10,public,,2024-10-07,2022-02-05,0,0,2,1 County Complex Ct,Woodbridge,VA,22192,38.679197,-77.353616,,J1772
6560,MCDOT-PARKING GARAGE 11,public,,2024-10-08,2015-09-24,0,0,2,7730 Woodmont Ave,Bethesda,MD,20814,38.987342,-77.096306,,J1772
6561,MCDOT-PARKING GARAGE 13-1,public,,2024-10-08,2021-01-27,0,0,2,11219 Grandview Ave,Wheaton,MD,20902,39.03897,-77.05224,,J1772
6562,MCDOT-PARKING GARAGE 13-2,public,,2024-10-08,2021-01-27,0,0,2,11219 Grandview Ave,Wheaton,MD,20902,39.039078,-77.05226,,J1772
6563,MCDOT-PARKING GARAGE 13-3,public,,2024-10-08,2020-12-08,0,0,2,11219 Grandview Ave,Wheaton,MD,20902,39.03906,-77.05225,,J1772
6564,MCDOT-PARKING GARAGE 13-4,public,,2024-10-08,2022-10-06,0,0,2,11219 Grandview Ave,Silver Spring,MD,20902,39.038868,-77.05224,,J1772
6565,MCDOT-PARKING GARAGE 13-5,public,,2024-10-08,2022-10-06,0,0,2,11219 Grandview Ave,Silver Spring,MD,20902,39.038906,-77.052239,,J1772
6566,MCDOT-PARKING GARAGE 31- 1,public,,2024-10-08,2021-01-27,0,0,2,7171 Woodmont Ave,Bethesda,MD,20815,38.980272,-77.095068,,J1772
6567,MCDOT-PARKING GARAGE 31- 2,public,,2024-10-08,2015-02-19,0,0,2,7171 Woodmont,Bethesda,MD,20815,38.980271,-77.095092,,J1772
6568,MCDOT-PARKING GARAGE 31- 3,public,,2024-10-08,2015-02-12,0,0,2,7171 Woodmont Ave,Bethesda,MD,20815,38.980281,-77.095132,,J1772
6569,MCDOT-PARKING GARAGE 35,public,,2024-10-08,2018-06-28,0,0,2,8120 Woodmont Ave,Bethesda,MD,20814,38.992092,-77.097204,,J1772
6570,MCDOT-PARKING GARAGE 36,public,,2024-10-08,2016-03-31,0,0,2,4910 Auburn Ave,Bethesda,MD,20814,38.989545,-77.099948,,J1772
6571,MCDOT-PARKING GARAGE 40,public,,2024-10-08,2018-06-28,0,0,2,4935 St Elmo Ave,Bethesda,MD,20814,38.988199,-77.098404,,J1772
6572,MCDOT-PARKING GARAGE 45,public,,2024-10-08,2021-01-27,0,0,2,11304 Amherst Ave,Wheaton-Glenmont,MD,20902,39.040371,-77.048793,,J1772
6573,MCDOT-PARKING GARAGE 45-2,public,,2024-10-08,2015-10-27,0,0,2,11304 Amherst Ave,Wheaton-Glenmont,MD,20902,39.04017,-77.04886,,J1772
6574,MCDOT-PARKING GARAGE 47,public,,2024-10-08,2015-10-16,0,0,2,4501-4623 Montgomery Ave,Bethesda,MD,20814,38.984088,-77.091446,,J1772
6575,MCDOT-PARKING GARAGE 5,public,,2024-10-08,2016-03-31,0,0,2,1101 Bonifant St,Silver Spring,MD,20910,38.993639,-77.028585,,J1772
6576,MCDOT-PARKING GARAGE 60,public,,2024-10-08,2022-04-09,0,0,2,921 Wayne Ave,Silver Spring,MD,20910,38.99521,-77.025393,,J1772
6577,MCDOT-PARKING GARAGE 61,public,,2024-10-08,2016-03-31,0,0,2,801 Ellsworth Dr,Silver Spring,MD,20910,38.997286,-77.025565,,J1772
6578,MCDOT-PARKING GARAGE 7,public,,2024-10-08,2015-10-27,0,0,2,8530 Cameron St,Silver Spring,MD,20910,38.996811,-77.031179,,J1772
6579,MCDOT-PARKING GARAGE 7-2,public,,2024-10-08,2023-03-15,0,0,2,8530 Cameron St,Silver Spring,MD,20910,38.996883,-77.03107,,J1772
6580,MCDOT-PARKING GARAGE 7-3,public,,2024-10-08,2023-03-14,0,0,2,8530 Cameron St,Silver Spring,MD,20910,38.99696,-77.03098,,J1772
6581,MCDOT-PARKING GARAGE 9,public,,2024-10-08,2015-10-16,0,0,2,8040 Kennett St,Silver Spring,MD,20910,38.988103,-77.029076,,J1772
6582,MCDOT-PARKING GARAGE57,public,,2024-10-08,2018-06-28,0,0,2,4841 Bethesda Ave,Bethesda,MD,20814,38.981324,-77.096837,,J1772
6583,MCDOT-PARKING LOT29,public,,2024-10-08,2018-06-28,0,0,2,876 Bonifant St,Silver Spring,MD,20910,38.994311,-77.023441,,J1772
6584,MCP Key West LLC,public,,2024-10-08,2022-08-10,0,0,6,9711 Key West Avenue,Rockville,MD,20850,39.1054175,-77.205897,,J1772
6585,MD HOD STATION 2,public,,2024-10-08,2024-09-18,0,0,2,6 Bladen St,Annapolis,MD,21401,38.980337,-76.492208,,J1772
6586,MD HOD STATION 3,public,,2024-10-08,2023-01-25,0,0,2,6 Bladen St,Annapolis,MD,21401,38.980459,-76.492619,,J1772
6587,MDTA BALT HARB TUN 1,public,,2024-10-08,2019-08-15,1,0,0,1150 Frankfurst Ave,Baltimore,MD,21226,39.240517,-76.58784,,CHADEMO J1772COMBO
6588,MDTA BALT HARB TUN 2,public,,2024-10-08,2019-08-15,1,0,0,1150 Frankfurst Ave,Baltimore,MD,21226,39.24049,-76.587975,,CHADEMO J1772COMBO
6589,MDTA BALT HARB TUN 3,public,,2024-10-08,2021-01-27,1,0,0,1150 Frankfurst Ave,Baltimore,MD,21226,39.240494,-76.5881,,CHADEMO J1772COMBO
6590,MDTA BALT HARB TUN 4,public,,2024-10-08,2021-01-27,1,0,0,1150 Frankfurst Ave,Baltimore,MD,21226,39.240486,-76.58813,,CHADEMO J1772COMBO
6591,MDTA BALT HARB TUN 5,public,,2024-10-08,2019-08-15,1,0,0,1150 Frankfurst Ave,Baltimore,MD,21226,39.240486,-76.588165,,CHADEMO J1772COMBO
6592,MDTA FORT MCHENRY 1,public,,2024-10-08,2021-01-27,1,0,0,3990 Leland Ave,Baltimore,MD,21224,39.26565,-76.56203,,CHADEMO J1772COMBO
6593,MDTA FORT MCHENRY 2,public,,2024-10-08,2021-01-27,1,0,0,3990 Leland Ave,Baltimore,MD,21224,39.26561,-76.56207,,CHADEMO J1772COMBO
6594,MDTA FORT MCHENRY 3,public,,2024-10-08,2021-01-27,1,0,0,3990 Leland Ave,Baltimore,MD,21224,39.265583,-76.56212,,CHADEMO J1772COMBO
6595,MDTA FORT MCHENRY 4,public,,2024-10-08,2019-09-17,1,0,0,3990 Leland Ave,Baltimore,MD,21224,39.26556,-76.56214,,CHADEMO J1772COMBO
6596,MDTA FORT MCHENRY 5,public,,2024-10-08,2021-01-27,1,0,0,3990 Leland Ave,Baltimore,MD,21224,39.265537,-76.56216,,CHADEMO J1772COMBO
6597,MDTA NICE ADMIN 1,public,,2024-10-08,2024-08-16,0,0,1,9665 Orland Park Rd,Newburg,MD,20664,38.364556,-76.977258,,J1772
6598,MDTA NICE ADMIN2,public,,2024-10-08,2024-09-11,1,0,0,9665 Orland Park Road,Newburg,MD,20664,38.364765,-76.97681,,CHADEMO J1772COMBO
6599,MEADE HALL CHAPEL GARDEN,public,,2024-10-07,2021-06-15,0,0,2,3591 Deanery Dr,Alexandria,VA,22302,38.819972,-77.091893,,J1772
6600,MERCEDES HAMPTN MB SHOWROOM,public,,2024-10-07,2023-03-21,1,0,0,2712 Neil Armstrong Pkwy,Hampton,VA,23666,37.062371,-76.399945,,CHADEMO J1772COMBO
6601,MERCEDES SERV MERCEDES ROA,public,,2024-10-07,2022-06-04,0,0,2,5000 Franklin Rd SW,Roanoke,VA,24014,37.20778,-79.953419,,J1772
6602,MERRIFIELD,private,FED_GOV,2024-01-10,2021-01-15,0,4,0,8413 Lee Hwy,Fairfax,VA,22031,38.872613,-77.235206,,NEMA515
6603,METRO WALK HOA MWHOA1,public,,2024-10-07,2023-07-20,0,0,2,22154 Springside Terr,Ashburn,VA,20148,39.004204,-77.4982,,J1772
6604,MEXFLEX STATION #1,public,,2024-10-08,2024-07-04,0,0,1,12358 Parklawn Dr,Rockville,MD,20852,39.059733,-77.112086,,J1772
6605,MEXFLEX STATION #2,public,,2024-10-08,2024-07-04,0,0,1,12358 Parklawn Dr,Rockville,MD,20852,39.059721,-77.112116,,J1772
